CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
04.551.738/0001-06,Insertec Refratarios do Brasil Ltda,,Tambau,280,Galpaob2,Parque Sao Jorge,Piracicaba,SP,13413-013,liliane.fidelis@insertec.biz,(19) 3421-6339,Materiais de Construção,Fabricação de produtos cerâmicos refratários,05/07/2001,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1696253,00",
10.695.720/0001-72,Janus Consultoria em Sustentabilidade Ltda,,Bc dos Barbeiros,06,Sala: 309 - Parte;,Centro,Rio de Janeiro,RJ,20011-010,orlando@janusconsult.com.br,,Engenharia,Serviços de engenharia,04/03/2009,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
23.092.542/0001-37,Gprs Tecnologia em Sistemas Ltda,,Rs 407,1288,Loja 03,Santo Antonio,Capao da Canoa,RS,95555-000,financeiro@gprstecnologia.com.br,(51) 3416-2122,Varejo,Comércio varejista de outros artigos de uso doméstico ,18/08/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 200000,00",
67.023.622/0001-06,Centro Eletronico e Comercial Seyprol Ltda,,Av dos Estudantes,2467,,Jardim Aeroporto,São José do Rio Preto,SP,15025-310,mineiros.go@seyprol.com.br,(17) 3211-7700,Atacado e Distribuição,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,14/10/1991,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,51-200
18.864.526/0001-85,"Paideia Capacitacao, Assessoria e Consultoria Eireli",Paideia,Antonio Girol,1115,,Parque Gloria I,Catanduva,SP,15807-000,contato@paideiaconsult.com.br,(17) 3045-1559,Educação,Treinamento em desenvolvimento profissional e gerencial,12/09/2013,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
03.963.969/0001-56,Artvel Sul Servicos e Pecas Ltda.,,Rod Br 459 - Km 107,S/N,,Ipiranga,Pouso Alegre,MG,37550-000,artvelsul@artvelsul.com.br,(19) 3805-9999,Veículos e Auto Peças,"Comércio a varejo de automóveis, camionetas e utilitários novos",28/07/2000,Demais,Não optante,Sociedade Empresária Limitada,"R$ 2230000,00",
37.180.149/0001-00,M.s Educacao Infantil Ltda.,Nucleo de Recreacao Infantil Semeando,Doutor Moura Ribeiro,51,,Marape,Santos,SP,11070-061,contato@nrisemeando.com.br,(13) 3394-7338,Educação,Educação infantil - creche,19/05/2020,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 70000,00",
28.136.273/0001-87,Staca Fundacoes e Obras Ltda,,R Jose Farias 98,98,Sala 504,Santa Luiza,Vitória,ES,29045-945,staca@staca.com.br,(27) 3026-0717,Construção Civil,Obras de fundações,20/09/1966,Demais,Não optante,Sociedade Empresária Limitada,,
31.326.225/0001-66,Vgforte Gestao em Seguranca Portaria Recepcao e Limpeza Eireli,Vgforte,Cambacica,296,Sala 02,Vila Nova Curuca,São Paulo,SP,08032-440,comercial@vgforte.com.br,(11) 3596-4630,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",24/08/2018,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
30.458.396/0001-86,Vanise Leone dos Santos Eireli,Restaurante D'napoles,Aristeu Pereira,795,,Sao Paulo,Ijui,RS,98700-000,restaurante@hoteldnapoles.com.br,(55) 3332-9243,Alimentos e Bebidas,Restaurantes e similares,15/05/2018,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
23.717.474/0001-54,Rodrigues Ar Condicionado e Climatizacao Eireli,Rodrigues Ar,Leonardo Rossi,637,,Centro,Itapeva,MG,37655-000,sac@rodriguesarcondicionado.com.br,(11) 4748-0244,Máquinas e Equipamentos,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,23/11/2015,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
22.082.288/0001-23,Neur Leder do Brasil Materiais Texteis e Plasticos Ltda,Neur Leder do Brasil,Ibirapuera,2907,Sala 609 Torre C,Indianopolis,São Paulo,SP,04029-200,vanderlei.aleluia@neurleder.com,(11) 5041-1705,Fábricas e Indústrias,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",19/03/2015,Demais,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
18.409.735/0001-39,Lima Morais Comercial de Combustivel e Transporte Ltda,Posto Novo Tempo,Br 110,S/n,"Km 2,7",Tancredo Neves Iii,Paulo Afonso,BA,48611-274,elenilda@postonovotempo.com.br,(75) 99139-9803,Varejo,Comércio varejista de combustíveis para veículos automotores,28/06/2013,Demais,Não optante,Sociedade Empresária Limitada,"R$ 300000,00",
05.260.923/0001-04,Duotec Processamento e Computacao Ltda,Duotec,R das Nacoes Unidas,290,,Centro,Patos de Minas,MG,38700-146,bruno@brunofernandes.com.br,,Eletro-eletrônica,Reparação e manutenção de computadores e de equipamentos periféricos,27/08/2002,Micro empresa,Optante,Sociedade Empresária Limitada,,
01.704.897/0001-05,Fernando Nagel & Cia Ltda,Fernando Nagel Computer Connections,R Dr.tostes,318,Sala 102,Centro,Estrela,RS,95880-000,comercial@nagelnet.com.br,(51) 3720-1112,Telecomunicações,Serviços de comunicação multimídia - SCM,01/03/1997,Micro empresa,Optante,Sociedade Empresária Limitada,,
21.746.211/0001-48,Aprender Servicos Educacionais Ltda,Aprender Instituto Educacional,Av Desembargador Moreira,760,Andar: 5; Sala: 514;,Meireles,Fortaleza,CE,60170-000,contato@educacionalaprender.com.br,(85) 98101-7616,Educação,Educação superior - graduação,26/01/2015,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
11.280.284/0001-33,A.m.r. Empreendimentos Imobiliarios Ltda,A.m.r. Empreendimentos Imobiliarios,Av Brasil,1244/B,,Centro,Borrazopolis,PR,86925-000,contato@loteadorabellacasa.com.br,(43) 3452-1907,Construção Civil,Loteamento de imóveis próprios,26/10/2009,Demais,Não optante,Sociedade Empresária Limitada,"R$ 500000,00",
20.376.460/0001-26,Avvio Realty Empreendimentos e Participacoes Eireli,Avvio Realty,R Haddock Lobo,1307,Conj 151,Cerqueira Cesar,São Paulo,SP,01414-003,contato@avviorealty.com.br,,Construção Civil,Incorporação de empreendimentos imobiliários,03/06/2014,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
62.563.028/0001-94,Ethos Agro Comercial - Eireli,,Av Dr. Gastao Vidigal,1946,Pavlh Amb Box 19,Vila Leopoldina,São Paulo,SP,05316-900,ethos@ethos-agro.com.br,(11) 3832-6362,Atacado e Distribuição,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",07/03/1990,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 67800,00",
04.360.409/0001-70,Vitalife - Industria de Cosmeticos Ltda,,R 04 Esq C/ Rua 12,S/N,"Modulos 49,50,51 Qd 10",Polo Empresarial Goias,Aparecida de Goiânia,GO,74985-155,dp@blocskin.com.br,,Fábricas e Indústrias,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",19/03/2001,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 620000,00",
07.034.540/0001-35,Markus Alexandre Niebauer de Almeida,Pioneira Higienizacoes,Feitoria,1500,,Sao Jose,Sao Leopoldo,RS,93040-290,markuspioneira@sinos.net,(51) 3568-6067,Construção Civil,Atividades de limpeza ,22/09/2004,Empresa de pequeno porte,Optante,Empresário Individual,"R$ 100000,00",
31.092.343/0001-57,Dal Santos & Goetz Imoveis Ltda,Tudy Imoveis,Prof Duilio Calderari,1552,Sala 01,Jardim Paulista,Campina Grande do Sul,PR,83430-000,tudy@tudyimoveis.com.br,(41) 3158-2106,Serviços Empresariais,Serviços combinados de escritório e apoio administrativo,02/08/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
55.071.948/0001-20,Arteoficina Arquitetura e Comunicacao S/s Ltda,,Jose Rubens,323,,Caxingui,São Paulo,SP,05515-001,pauloelias@arteoficina.com,(11) 3722-4870,Construção Civil,Serviços de arquitetura,17/10/1985,Empresa de pequeno porte,Não optante,Sociedade Simples Limitada,"R$ 1000,00",
05.249.485/0001-75,Ativa Contact Center e Servicos Ltda,Ativa Cobranca Ltda,Tv Nove de Janeiro,455,,Fatima,Belem,PA,66060-370,atendimento@ativacob.com.br,(91) 98082-2214,Serviços Empresariais,Atividades de teleatendimento,09/08/2002,Demais,Excluído,Sociedade Empresária Limitada,"R$ 1000000,00",
01.487.684/0001-60,Scaramel Corretora de Seguros Ltda,,R Americo Guazelli,219,,Bairro Silveira,Santo André,SP,09195-400,contato@scaramel.com.br,(11) 4973-0002,Economia e Finanças,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",14/10/1996,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 6000,00",
45.645.462/0001-02,Viacao Osasco Ltda,,Av Walter Boveri,501,A,Jardin Novo Osasco,Osasco,SP,06053-120,selecao.matriz@viacaoosasco.com.br,,Transporte e Logística,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",24/05/1974,Demais,Não optante,Sociedade Empresária Limitada,"R$ 30000000,00",
04.528.015/0001-88,Sensor do Brasil Equipamentos Industriais Eireli,,Jordao Schiavetto,415,: 436;,Parque Ortolandia,Hortolandia,SP,13184-080,sensor@sensordobrasil.com.br,(19) 3897-9400,Atacado e Distribuição,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,09/04/2001,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
04.023.200/0001-10,Prisa Transportes e Locadora de Veiculos Ltda,Palace Tur,Padre Eduardo Roberto,148,,Vila Curuca,São Paulo,SP,08031-620,contato@palacetur.com.br,(11) 4706-3749,Transporte e Logística,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",24/08/2000,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 300000,00",
96.192.919/0001-01,Hexakron Equipamentos Industriais Ltda,Tasi,Est de Sapopemba,6955,A 1 Mznino,Tecelao,Ribeirão Pires,SP,09436-000,hexakron@hexakron.com.br,(11) 4341-7115,Máquinas e Equipamentos,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,03/02/1993,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
13.973.156/0001-09,Dalcoflex Ltda,Dalcoflex,Francisco Galarda,411,,Capela Velha,Araucaria,PR,83706-493,dalcoflex@dalcoflex.com.br,(41) 3643-0456,Fábricas e Indústrias,"Fabricação de máquinas e equipamentos para uso industrial específico , peças e acessórios",05/07/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 333671,00",
20.911.352/0001-06,Rever Producoes Culturais Ltda,Rever Producoes Culturais,R Professor Miguel Nunes Viana,55,Cxpst: 0541;,Salgadinho,Olinda,PE,53110-250,olivio@reverpromo.com.br,,Eventos,"Serviços de organização de feiras, congressos, exposições e festas",26/08/2014,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
24.599.277/0001-40,Yasu Transportes e Logistica Ltda,Yasu Transportes,Augusto Ferreira,3-51,,Vila Santa Luzia,Bauru,SP,17025-360,mileyde.financeiro@yasulog.com.br,(14) 99778-7489,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",14/04/2016,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 30000,00",
22.634.813/0001-76,Camelo Prime Transportes e Encomendas Ltda,Camelo Prime,Qi 8 Lote 05/37 Bloco B Loja,05,Subsl 1,Guara I,Brasília,DF,71010-625,humberto@cameloprime.com.br,(61) 3032-2033,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",03/06/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 120000,00",
93.216.778/0001-13,Feijoada Grill Ltda.,Feijoada Grill,"Rod Rs 240 Km 11,6",S/N,,Rincao do Cascalho,Portão,RS,93180-000,contato@feijoadagrill.com.br,,Varejo,"Lanchonetes, casas de chá, de sucos e similares",04/01/1990,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
21.248.181/0001-40,Auryn Desenvolvimento de Softwares Ltda.,Auryn,Coronel Fagundes,100,Sala 31,Centro,Videira,SC,89560-156,comercial@auryn.com.br,(49) 99126-9900,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,16/10/2014,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 200000,00",
93.211.829/0001-14,Agronave Copetti Ltda,Agronave,Perimetral,2020,,Chacara do Sol,Cruz Alta,RS,98045-220,agronave@comnet.com.br,(55) 3322-0066,Transporte e Logística,Armazéns gerais - emissão de warrant,20/12/1989,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 140000,00",
25.684.218/0001-33,Paral Industria e Comercio Ltda,Paral,Av Industrial,364,,Dist. Indl. Ibirite,Ibirité,MG,32400-000,contato@eletrodosstar.com.br,(31) 3533-3300,Fábricas e Indústrias,Fabricação de outros produtos de minerais não-metálicos ,06/03/1989,Demais,Não optante,Sociedade Empresária Limitada,,51
08.487.391/0001-22,Olhar Brasileiro Video Producoes S/s Ltda,Olhar Brasileiro,R Tribobo,0,Quadra 60,Jardim Ipitangas,Saquarema,RJ,28993-000,olhar@olharbrasileiro.com.br,,Mídia e Entretenimento,"Atividades de produção cinematográfica, de vídeos e de programas de televisão ",22/11/2006,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 2000,00",
28.583.124/0001-66,Amz Pericia Contabil Ltda,Amz Pericia Contabil Ltda,dos Andradas,1727,Sala 62 A,Centro Historico,Porto Alegre,RS,90020-013,contato@amzpericia.com.br,(51) 3060-9132,Contabilidade,Atividades de consultoria e auditoria contábil e tributária,05/09/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
05.605.140/0001-07,Conquista Administradora e Consultoria Ltda,D & S Consultoria Empresarial,R Metodio Coelho,120,Edif: Modulo Empresarial; Sala: 604;,Parque Bela Vista,Salvador,BA,40279-120,administrativo@conquistaadm.com.br,(71) 3017-9928,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",16/04/2003,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
54.790.944/0001-39,Ritacco Corretora e Consultoria de Seguros Ss Ltda.,Use Seg Cns,Av Doutor Renato de Andrade Maia,584,Andar 2,Parque Renato Maia,Guarulhos,SP,07114-000,rosana@ritacco.com.br,(11) 2440-5600,Economia e Finanças,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",09/09/1987,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 20000,00",
01.841.159/0001-00,Consulter S Prestacao de Servicos Ltda,,R Monte Castelo,42,,Biritiba,Poá,SP,08562-460,luguri@luguri.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,22/04/1997,Micro empresa,Excluído,Sociedade Simples Limitada,,
14.150.413/0001-67,Cunha & Ryll Consultoria Ambiental Ltda,Cunha & Ryll Consultoria Ambiental,Xv de Novembro,212,Loja 02,Centro,Torres,RS,95560-000,luishenrique@cunhaeryll.com.br,(51) 99976-5925,Serviços Empresariais,"Outras atividades profissionais, científicas e técnicas ",16/08/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
18.834.719/0001-93,Destaque Empreendimentos Ltda,Destaque Ganhe,R Ana Cristina Matheus Silva,37,Quadra05 Lote 0028,Jabotiana,Aracajú,SE,49095-580,jonildson@destaqueempreendimentos.com.br,,Fábricas e Indústrias,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,06/09/2013,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
12.334.342/0001-27,Kie Tecnologia da Informacao Ltda,Kie-it,R Jose Clementino Bettega,120,Apt 73,Capao Raso,Curitiba,PR,81130-020,contato@kietec.com.br,(41) 3524-9360,Eletro-eletrônica,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",29/07/2010,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 10000,00",
09.677.178/0001-46,Itil - Informatica e Tecnologia da Informacao Ltda,,Nossa Senhora da Penha,699,Edif Century Towers Torre A Sala 504,Santa Lucia,Vitoria,ES,29056-250,itil@itil.inf.br,(27) 3074-1082,Informática,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",27/06/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
30.683.064/0001-03,Ponto de Luz Comercial Ltda,Ponto de Luz Comercial,Av Presidente Vargas,822,,Centro,Linhares,ES,29900-210,sac@pontodeluzcomercial.com.br,(27) 3371-0598,Varejo,Comércio varejista de material elétrico,04/09/1986,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 370000,00",
01.855.673/0001-96,Lotus Calcados Ltda,,R Senador Alberto Pasqualini,90,,Centro,Sapiranga,RS,93800-074,recepcao@lotusshoes.com.br,(51) 3275-8100,Fábricas e Indústrias,Fabricação de calçados de couro,16/05/1997,Demais,Não optante,Sociedade Empresária Limitada,,190
01.277.182/0001-05,Coluna Comercio de Persianas Ltda,Persianas Coluna,R Academico Walter Goncalves,01,Loja 104,Centro,Niterói,RJ,24020-290,contato@persianascoluna.com.br,(21) 2719-3230,Decoração,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",21/06/1996,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
59.298.588/0001-54,Cobral Abrasivos e Minerios Ltda,,R Catarina C Marcato,1011,,Cesar de Souza,Mogi das Cruzes,SP,08820-150,contato@cobral.com.br,(11) 4736-8888,Materiais de Construção,Fabricação de outros produtos de minerais não-metálicos ,18/10/1966,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1200000,00",
04.201.315/0001-58,Centro de Estudo e Defesa do Negro do Para,,R Timbiras,244,Pass.paulo Vi,Cremacao,Belem,PA,66045-520,cedenpa@cedenpa.org.br,(21) 3399-1300,Sem Fins Lucrativos,Atividades de associações de defesa de direitos sociais,28/04/1982,Demais,Não optante,Associação Privada,,
28.332.189/0001-39,Guindamunck - Guindastes Servicos e Pecas Ltda,Gmkg,R Pedro Mezzomo,214,,Pioneiro,Caxias do Sul,RS,95042-500,guindamunck@guindamunck.com.br,,Fábricas e Indústrias,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas",03/08/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
48.709.307/0001-92,Confeccoes de Roupas Roemi Eireli,Bb Cantareira,Av Nova Cantareira,698,,Tucuruvi,São Paulo,SP,02330-001,sac@bluebeach.com.br,(11) 2281-0011,Moda e Indústria Têxtil,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",09/02/1982,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
20.399.115/0001-08,R L Macedo e Cia Ltda - Me,,R Oswaldo Cruz,634,,Jardim Madrid,Mandaguari,PR,86975-000,rafael@cicloga.com.br,,Serviços Empresariais,"Outras atividades profissionais, científicas e técnicas ",27/05/2014,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
