CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
73.390.189/0001-40,Kaysermaq Distribuidora Ltda,,R Minas Gerais,143,,Niteroi,Canoas,RS,92120-040,kaysermaq@kaysermaq.com.br,(51) 3475-4777,Atacado e Distribuição,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",23/09/1993,Demais,Não optante,Sociedade Empresária Limitada,,
23.559.625/0001-93,Exponent Engenharia Ltda,,Lauro Muller,306,Sala 01 Residencial de Leon,Centro,Itajai,SC,88301-400,lucas@exponent.eng.br,(47) 3046-0031,Engenharia,Serviços de engenharia,28/10/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 3000,00",
01.377.203/0001-64,Sisai Sistema de Saude Integral Ltda,Sisai Sistema de Saude Integral,R Dr Antonio Alves Arantes,237,,Chacara Cachoeira Ii,Campo Grande,MS,79040-720,contato@sisaibrasil.com.br,(67) 3326-1224,Serviços Empresariais,"Outras atividades profissionais, científicas e técnicas ",20/08/1996,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
68.150.663/0001-26,Yes Comunicacoes Ltda.,Yes Comunicacoes,Av Sao Luis,50,Conj 81 - A,Republica,São Paulo,SP,01046-000,comercial@brastel.com.br,(11) 3588-0005,Eletro-eletrônica,Consultoria em tecnologia da informação,22/07/1992,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 10000,00",0 - 25
09.250.665/0001-28,Post Transportes e Logistica Ltda,Post Express,Internacional de Brasilia Terminal de Logistica de Carga,Sn,Andar 1 Ala Domestica Sala 02,Lago Sul,Brasília,DF,71608-900,fabiano.rocha@postexpressbr.com.br,(61) 99962-2396,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",31/10/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
04.437.436/0001-01,Carnelos & Carnelos Ltda,Dc Softwarehouse,R Bento Goncalves,2169,Sala 73,Centro,Caxias do Sul,RS,95020-412,comercial@dcsoft.com.br,(54) 3028-4662,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,03/05/2001,Micro empresa,Não optante,Sociedade Empresária Limitada,,
24.899.196/0001-66,B11 Consultoria e Treinamento Empresarial Eireli,B11 Consultoria e Treinamento,Vila Cristina,382,,Sao Jose,Aracaju,SE,49015-000,contato@b11consultoria.com.br,(79) 99105-2604,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",27/05/2016,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 88000,00",
08.155.229/0001-07,Alliance Industria e Comercio de Confeccoes Eireli,Alliance,R Angelo Portinari,317,,Jardim Morumbi,Apucarana,PR,86802-340,begalli@bonellibones.com.br,(43) 3420-1900,Fábricas e Indústrias,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",17/07/2006,Demais,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 93700,00",200
29.208.404/0001-57,Efraim Servicos e Locacao de Veiculos Ltda,Rendacar,Qnm 34 Area Especial 1 Sala 1607 Parte G,0,,Taguatinga Norte (taguatinga),Brasília,DF,72145-450,contato@rendacar.com.br,(61) 99369-4482,Serviços Empresariais,Locação de automóveis sem condutor,05/12/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
05.059.537/0001-40,Sigfer Ltda,Proart,R Shirlei Faria de Oliveira,353,Letra: A;,Quarteis,Formiga,MG,35570-000,sidney@proartformaturas.com.br,,Serviços Empresariais,Preparação de documentos e serviços especializados de apoio administrativo ,10/05/2002,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
24.565.489/0001-07,Brothers Co. Promocoes e Eventos Ltda,Brothers Co.,Joaquim Nabuco,879,,Brooklin Paulista,São Paulo,SP,04621-003,sergio@brothers.com.br,(11) 5535-0528,Serviços Empresariais,"Aluguel de outras máquinas e equipamentos comerciais e industriais , sem operador",11/04/2016,Demais,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
21.129.875/0001-68,Curso e Colegio Cidade de Tres Lagoas Ltda,Anglo Tres Lagoas,Egidio Thome,2753,,Jardim Alvorada,Tres Lagoas,MS,79610-090,carlos@anglotreslagoas.com.br,(67) 3522-0313,Educação,Ensino fundamental,29/09/2014,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
06.234.126/0001-07,Terrapositivo Corretora de Seguros Ltda.,Terrapositivo Corretora de Seguros Ltda.,Av Vice-presidente Jose Alencar,1500,Bloco 2 Apt 610,Jacarepagua,Rio de Janeiro,RJ,22775-033,contato@terrapositivo.com.br,(21) 99341-7625,Economia e Finanças,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",11/03/2004,Micro empresa,Optante,Sociedade Simples Limitada,,
25.183.047/0001-69,Madepal Madeiras e Acabamentos Eireli,,Av D Pedro Ii,1894,,Carlos Prates,Belo Horizonte,MG,30710-010,projetosespeciais@madepal.com.br,(31) 3526-1000,Varejo,Comércio varejista de madeira e artefatos,27/04/1988,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 950000,00",
11.644.835/0001-09,Rezende Contabilidade Empresarial e Tributaria Eireli,Escritorio Rezende Cont Empresarial e Tributaria,R Dom Pedro Ii,1427,Andar 1,Santa Cruz,Rondonópolis,MT,78710-600,fiscal@rezendecontabilidademt.com.br,(66) 3421-7410,Serviços Empresariais,Atividades de contabilidade,02/03/2010,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
24.151.378/0001-54,Clinica Integrada Camila Fontes Ltda,Clinica Integrada Camila Fontes,Fernando Falcao,1111,Sala 2509,Vila Claudia,São Paulo,SP,03180-003,camila@camilafontesnutricionista.com.br,(11) 98411-9794,Medicina e Saúde,Atividades de profissionais da nutrição,12/02/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
22.575.074/0001-99,Pontocom Midia Ltda.,,Av Brigadeiro Luis Antonio,3530,Andar: 4; Conj: 41-a;,Jardim Paulista,São Paulo,SP,01402-001,redacao@corp.virgula.com.br,,Decoração,Comércio varejista de outros produtos ,02/06/2015,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
09.255.086/0001-78,Paoli Computacao Grafica Ltda,Paoli Computacao Grafica,R Padre Teixeira,1980,Sala 07,Centro,São Carlos,SP,13560-210,marcelo@paolidesign.com.br,(16) 3116-6090,Serviços Empresariais,Outras atividades de publicidade ,03/12/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 3000,00",
21.755.522/0001-73,Rocha Presentes da Bahia Ltda,Imaginarium Iguatemi,Tancredo Neves,148,Shopping Bahia 3 Pis O Loja S016,Caminho das Arvores,Salvador,BA,41820-908,raquel.brito@rochaempresas.com.br,(79) 98802-4780,Varejo,"Lojas de variedades, exceto lojas de departamentos ou magazines",26/01/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
13.480.937/0001-53,A.r Tatuape Certificacao Digital Ltda,A.r Tatuape,Av Vereador Abel Ferreira,1844,Sala 502 5 Andar,Vila Regente Feijo,São Paulo,SP,03340-000,contato@artatuape.com.br,(11) 3478-9444,Serviços Empresariais,Outras atividades de serviços prestados principalmente às empresas ,18/02/2011,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 120000,00",
02.168.001/0001-75,Roberto Cury Medicos Associados Ltda,,R Cunha,315,,Jordanesia,Cajamar,SP,07760-000,selecao@tpasaude.com.br,,Medicina e Saúde,Atividades de profissionais da área de saúde ,13/08/1997,Empresa de pequeno porte,Não optante,Sociedade Simples Limitada,,11-50
21.436.972/0001-01,Lucas J. Rodrigues & Cia Ltda,Agencia Simari,Mariano Moreira,66,,Centro,Taubate,SP,12080-400,lucas@simari.com.br,(12) 98289-9245,Serviços Empresariais,Agências de publicidade,19/11/2014,Demais,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
11.044.805/0001-53,Confianca Juridica Gestao de Ativos Ltda,Conajud,Rio Negro,161,Andar 10 Sala 1001 Conajud,Alphaville Centro Industrial e Empresarial/alphavi,Barueri,SP,06454-000,contato@conajud.com.br,(11) 2424-5577,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",20/07/2009,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 1000000,00",
67.552.323/0001-69,J.e.m Comercial Ltda,,Est Vicinal Joao Parise,2750,Predio 1,Vila Toninho,São José do Rio Preto,SP,15062-000,jemcomercial@jemcomercial.com.br,(17) 3238-8191,Atacado e Distribuição,Comércio atacadista especializado em outros produtos intermediários ,05/02/1992,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
00.138.358/0001-85,"Lsg Lufthansa Service - Sky Chefs do Brasil Catering, Participacoes Ltda",,Ibirapuera,2144,Andar 5 Conj 52,Indianopolis,São Paulo,SP,04028-001,juridico@lsgskychefs.com,(11) 2149-2305,Economia e Finanças,Holdings de instituições não financeiras,20/07/1994,Demais,Não optante,Sociedade Empresária Limitada,"R$ 166201,00",
15.118.077/0001-38,Universo Visual Comercio de Materiais Serigraficos Ltda,Adessign Visual,R Luiz Abrahao,359,,Jardim Monumento,Piracicaba,SP,13405-186,contato@adessignadesivos.com.br,,Varejo,Comércio varejista de outros produtos ,24/02/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
27.188.579/0001-14,Hash Lab Solucoes Pagamentos Ltda,Hash Lab,R Alvorada,1289,Conj 703,Vila Olimpia,São Paulo,SP,04550-004,developers@hash.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,23/02/2017,Demais,Não optante,Sociedade Empresária Limitada,"R$ 12000,00",
50.212.976/0001-04,Marsinty do Brasil Produtos Sinteticos Ltda,Marsinty,R Masato Sakai,403,,Nucleo Ind de Itaim,Ferraz de Vasconcelos,SP,08538-300,info@marsinty.com.br,(11) 4674-1414,Materiais de Construção,"Britamento de pedras, exceto associado à extração",05/07/1979,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
12.390.267/0001-11,Fonseca & Marcheschi Informatica Ltda,Simulador Brasil,Bolivar,321,,Jardim Petropolis,São Paulo,SP,04638-110,luizfonseca@defensiva.com.br,(11) 5561-4599,Varejo,Comércio varejista especializado de equipamentos e suprimentos de informática,02/08/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
27.663.372/0001-54,Machado Pessoa Empreendimentos Imobiliarios Eireli,,Almirante Noronha de Carvalho,45,,Ponto de Parada,Recife,PE,52041-415,helio.machado@engeconsult.com.br,(81) 98835-1381,Construção Civil,Aluguel de imóveis próprios,05/05/2017,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 93700,00",
27.489.886/0001-35,Niveflow Instrumentacao Eireli,Niveflow Instrumentacao,Av Cupece,1196,Sala 04,Jardim Prudencia,São Paulo,SP,04365-000,financeiro@niveflow.com.br,,Atacado e Distribuição,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,07/04/2017,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 93700,00",
02.198.452/0001-55,"Moretto do Brasil Industria, Comercio, Importacao e Exportacao de Maquinas Ltda.",Moretto do Brasil,Duilio Beltramini,7113,,Chacara Sao Bento,Valinhos,SP,13278-078,tmoretto@moretto.com,(19) 3115-7100,Atacado e Distribuição,Comércio atacadista de outras máquinas e equipamentos ; partes e peças,29/10/1997,Demais,Não optante,Sociedade Empresária Limitada,"R$ 3500000,00",
34.643.604/0001-78,Adp Comercio de Produtos Alimenticios Ltda,Adp Doces,Maria Alvares,64,,Tatuape,São Paulo,SP,03077-060,patricia@adpdoces.com.br,(11) 97402-1638,Varejo,"Comércio varejista de doces, balas, bombons e semelhantes",23/08/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 60000,00",
94.264.710/0001-72,Kapel Empreendimentos Hoteleiros Ltda,Hotel Minuano,Av Farrapos,31,,Floresta,Porto Alegre,RS,90220-004,contato@minuanohotel.com.br,(51) 3226-3062,Viagem e Turismo,Hotéis,27/10/1991,Micro empresa,Optante,Sociedade Empresária Limitada,,
17.304.995/0001-87,Imersense Locacao de Equipamentos e Servicos de Midia Ltda,,R Pereira Nunes,22,Apt 101,Inga,Niterói,RJ,24210-430,contato@imersense.com.br,,Serviços Empresariais,"Aluguel de outras máquinas e equipamentos comerciais e industriais , sem operador",27/11/2012,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 1000,00",
71.645.089/0001-91,Mobile Telematica Ltda,Mobile,Av Interlagos,492,"Torre 03, Cjto 52",Jardim Marajoara,São Paulo,SP,04660-000,mobile@mobile-telematica.com.br,(11) 5524-3021,Eletro-eletrônica,Consultoria em tecnologia da informação,31/05/1993,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 20000,00",
07.265.942/0001-40,X3m Sports Business Consultoria Esportiva Ltda,,R Alvaro Ramos,260,Apt 201,Botafogo,Rio de Janeiro,RJ,22280-110,xterra@institutoxterra.com.br,,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",23/02/2005,Demais,Não optante,Sociedade Empresária Limitada,"R$ 500000,00",
22.528.222/0001-14,Jdm Metais Ltda. - Epp,,R Conde D'eu,88,,Alpino,São Bento do Sul,SC,89286-670,vendas@jdmmetais.com.br,,Metalúrgica e Mecânica,Fabricação de outros produtos de metal ,25/05/2015,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 35000,00",
26.313.937/0001-00,Mais Que Projeto Ltda.,Mais Que Projeto,Av Cachoeira Paulista,118,,Cidade Patriarca,São Paulo,SP,03551-000,contato@maisqueprojeto.com.br,(11) 4171-3103,Varejo,Comércio varejista de móveis,07/10/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
19.576.683/0001-58,Eco-logica Produtos Organicos Ltda,,R Rosa Storani Ricci,1268,,Moinho,Vinhedo,SP,13280-000,carlo@eco-logica.agr.br,,Química,Recuperação de materiais ,20/07/2012,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 150000,00",
19.434.917/0001-22,Fiber Banda Larga Servicos e Telecomunicacoes Ltda - Me,Fiber Banda Larga,Av Piero Tricca,73,Casa A,Jardim Santa Fe (zona Oeste),São Paulo,SP,05271-240,contato@fiberbandalarga.com.br,(11) 3132-6535,Telecomunicações,Serviços de comunicação multimídia - SCM,19/12/2013,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 105000,00",
18.107.884/0001-43,Lg11 Sports Gerenciamento Esportivo Eireli,,Conde de Porto Alegre,1369,,Campo Belo,São Paulo,SP,04608-002,guilherme@mg11sports.com.br,(11) 3213-7685,Serviços Empresariais,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",14/05/2013,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 79000,00",
00.463.883/0001-76,Demarche Comercio e Representacoes Ltda.,,R Mediterraneo,444,,Jardim do Mar,São Bernardo do Campo,SP,09750-420,vendas@demarche.com.br,(11) 4332-9594,Atacado e Distribuição,Comércio atacadista de ferragens e ferramentas,01/03/1995,Demais,Não optante,Sociedade Empresária Limitada,"R$ 20000,00",
14.692.013/0001-83,Caldefi Eireli,Caldefi,Joao Covolan Filho,257,,Distrito Industrial I,Santa Barbara D'oeste,SP,13456-134,caldefi@caldefi.com.br,(19) 3405-3549,Metalúrgica e Mecânica,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",01/11/2011,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 350000,00",
03.898.126/0001-13,Organizacao Master Clean de Servicos Gerais Ltda,,Av Sao Joao,239,Andar 2 Sala 3,Centro,São Paulo,SP,01035-000,comercial@dedetizemaster.com.br,(11) 3331-0835,Construção Civil,Limpeza em prédios e em domicílios,20/06/2000,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 101000,00",
06.128.886/0001-30,Logic Line Comercio e Prestacao de Servicos Eletronicos Ltda,Logic Line,R Nova Jerusalem,1126,Sala 03,Chacara Santo Antonio (zona Leste),São Paulo,SP,03410-000,atendimento@logicline.com.br,,Eletro-eletrônica,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",27/01/2004,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
35.223.386/0001-85,Teixeira Industria e Comercio de Alimentos Eireli,Dupla Gastronomia,Conselheiro Belisario,310,,Bras,São Paulo,SP,03012-000,margarete@duplagastronomia.com.br,(11) 97131-4586,Alimentos e Bebidas,Comércio atacadista de produtos alimentícios em geral,17/10/2019,Empresa de pequeno porte,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 330000,00",
07.348.566/0001-58,Raymed Comercio e Servicos Ltda,Raymed Equipamentos Medicos,R Alberto Guizo,800,,Distrito Industrial Joao Narezzi,Indaiatuba,SP,13347-402,roberto@raymed.com.br,(19) 3816-1309,Fábricas e Indústrias,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,19/04/2005,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 10000,00",
04.346.559/0001-29,M R de P Ferreira & Cia Ltda,,R Conselheiro Rodrigues Alves,234,,Centro,São José dos Campos,SP,12209-540,contato@marciaelisabete.com.br,(24) 3343-1286,Construção Civil,Atividades paisagísticas,21/03/2001,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 25000,00",
03.810.896/0001-62,Dclemente Publicidade Ltda,Dclemente,Al Rio Negro,967,Escritorio 0432 Edif Alpha Premium Rio Negro Business,Alphaville Centro Industrial e Empresarial/alphavi,Baruerí,SP,06454-000,mario@dclemente.com.br,(11) 4302-3525,Serviços Empresariais,Agências de publicidade,28/04/2000,Demais,Não optante,Sociedade Simples Limitada,"R$ 100000,00",
04.251.390/0001-23,Brasvac Industrial Ltda,,R Flor de Maio,140,,Quinta da Boa Vista,Itaquaquecetuba,SP,08597-610,brasvac@brasvac.com.br,(11) 4645-4140,Fábricas e Indústrias,Fabricação de móveis com predominância de madeira,18/01/2001,Demais,Não optante,Sociedade Empresária Limitada,,
27.901.532/0001-56,W. Vallin Terapias Alternativas Ltda,Vallin Terapias Alternativas,R Treze de Maio,768,Sala 72,Centro,Piracicaba,SP,13400-300,cursos@vallinterapias.com.br,,Educação,Treinamento em desenvolvimento profissional e gerencial,31/05/2017,Empresa de pequeno porte,Optante,Sociedade Simples Limitada,"R$ 5000,00",
67.263.533/0001-37,P & B Importacao e Comercio Ltda,P & B Pedras e Decoracoes,Av Marginal,693,,Jardim dos Prados,Peruíbe,SP,11750-000,atendimento@pbcomercial.com.br,(13) 3458-2244,Materiais de Construção,Comércio varejista de materiais de construção em geral,19/11/1991,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 120000,00",
12.389.303/0001-27,Barracuda Producoes Publicitarias Ltda,,Av das Americas,10101,Sala 327,Barra da Tijuca,Rio de Janeiro,RJ,22631-000,contato@barracudaproducoes.com.br,(21) 3251-4020,Mídia e Entretenimento,Produção de filmes para publicidade,27/07/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
07.128.917/0001-15,Designdecor Comercio de Forros e Divisorias Ltda,Designdecor,R Ricardo Verdelli,146,,Jardim das Industrias,Jacareí,SP,12306-230,contato@ddecor.com.br,(12) 3953-4909,Materiais de Construção,Comércio varejista de materiais de construção ,07/12/2004,Micro empresa,Optante,Sociedade Empresária Limitada,,
