CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
19.864.730/0001-69,Eem Licenciamento de Programas Educacionais S.a.,Escola em Movimento,R Palmira,62,,Serra,Belo Horizonte,MG,30220-110,contato@escolaemmovimento.com.br,(31) 4063-9254,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,12/03/2014,Demais,Não optante,Sociedade Anônima Fechada,"R$ 3508038,00",11-50
03.954.695/0001-39,Aec.com Tecnologias Ltda,A&c.com,Sapucai,429,Andar: 1 Ala A;,Floresta,Belo Horizonte,MG,30150-050,dadoscadastrais@aec.com.br,(31) 3515-7000,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,25/07/2000,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10134000,00",
02.469.927/0001-09,W7 Solucoes Ltda,,R Domingos Pedro Hermes,1111,,Jardim Cidade Florianopolis,São José,SC,88111-330,suporte@w7solucoes.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,02/04/1998,Micro empresa,Optante,Sociedade Empresária Limitada,,
10.902.988/0001-38,"Alma do Brasil Comercio, Importacao, Exportacao e Servicos de Software Ltda.",Alma do Brasil,R Felipe Neri,148,301,Auxiliadora,Porto Alegre,RS,90440-150,info@almacam.com.br,(51) 3023-2717,Importadoras e Exportadoras,Desenvolvimento e licenciamento de programas de computador customizáveis,06/05/2009,Demais,Não optante,Sociedade Empresária Limitada,"R$ 986003,00",
26.208.211/0001-08,Juuke Midia Interativa Ltda Scp,,Vicente Machado,758,,Batel,Curitiba,PR,80420-011,leonel@juuke.com,(41) 99807-5995,Informática,Desenvolvimento de programas de computador sob encomenda,02/09/2016,Demais,Não optante,Sociedade em Conta de Participação,"R$ 10000,00",
11.996.541/0001-38,Rh Factor Desenvolvimento e Design Ltda,Rh Factor,R Aquidabam,64,,Jardim Pilar,Mauá,SP,09360-020,contato@rhfactor.com.br,(11) 98912-5134,Informática,Desenvolvimento de programas de computador sob encomenda,11/05/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
08.250.880/0001-66,"Instituto de Acreditacao e Gestao, Consultoria e Sistemas de Informacao Ltda",Software Integrado de Gestao,Av do Contorno,9155,Sala 601,Prado,Belo Horizonte,MG,30110-063,drgbrasil@drgbrasil.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,25/08/2006,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 20000,00",
26.990.812/0001-15,Tecnisys Informatica e Assessoria Empresarial Ltda.,Tecnisys Tecnologias Inovadoras,St Sia Trecho 06 Lotes 05/15 Bloco B,S/N,Terreo Andar 1 e 2 Andares,Setor de Industrias,Brasília,DF,71205-060,suporte.redhat@tecnisys.com.br,(61) 3039-9700,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,10/06/1991,Demais,Não optante,Sociedade Empresária Limitada,"R$ 4000000,00",51-200
09.578.520/0001-50,Cedm de Padua Tecnologia Ltda,,R dos Leites,69,Loja 206 Shopping Por do Sol,Centro,Santo Antônio de Pádua,RJ,28470-000,contato@itcast.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,27/05/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
21.861.648/0001-22,Aproj Ambiental Ltda,Aproj Ambiental,R das Sempre Vivas,12,,Feu Rosa,Serra,ES,29172-125,aproj@aproj.com.br,,Serviços Empresariais,Serviços de desenho técnico relacionados à arquitetura e engenharia,11/02/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
19.963.707/0001-21,Moblearn Solucoes em Tecnologias Moveis Ltda - Me,Moblearn,R Goncalves Dias,378,Andar: 2;,Fabricio,Uberaba,MG,38065-250,contato@trackage.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,27/03/2014,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",11-50
62.941.281/0001-34,Mauell Servicos de Tecnologia Ltda.,Mauell,R Bartira,1294,19 Subdistrito,Perdizes,São Paulo,SP,05009-000,suporte@mauell.com.br,(11) 2112-5353,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,09/06/1972,Demais,Não optante,Sociedade Empresária Limitada,"R$ 4144030,00",
11.888.142/0001-53,Monitoracar Ltda,,R Silveira,367,Apt 301,Graca,Belo Horizonte,MG,31140-000,contato@monitoracar.com.br,(31) 98410-5196,Informática,Desenvolvimento de programas de computador sob encomenda,03/05/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
06.096.585/0001-71,Insix Solucoes Inteligentes Ltda,Insix,R Altino Serbeto de Barros,173,Edif Atlantis Multiempresarial Sala 1604,Pituba,Salvador,BA,41830-492,rh@docexpress.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,27/01/2004,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 21000,00",
09.015.245/0001-67,Oksis Servicos de Informatica Ltda,,Est Intendente Magalhaes,297,Apt 412,Madureira,Rio de Janeiro,RJ,21341-331,contato@oksis.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,25/07/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 12000,00",
31.293.192/0001-03,Cambuci Desenhos Tecnicos Eireli,Cambuci Arquitetos,Eiras Garcia,70,Conj Parte,Vila Monumento,São Paulo,SP,01550-030,contato@cambuciarquitetos.com,(11) 4301-4812,Engenharia,Serviços de desenho técnico relacionados à arquitetura e engenharia,21/08/2018,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
10.530.371/0001-39,Hipersocial Internet Media Ltda,Hipersocial,da Amizade,148,Sala 01,Vila Militar,Paulo Afonso,BA,48602-700,hipersocial@pauloafonso.com,(75) 98836-0040,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,05/12/2008,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 280000,00",
40.360.778/0001-26,Kogumelo Informatica Ltda,,R Barata Ribeiro,383,Sala 504,Copacabana,Rio de Janeiro,RJ,22051-002,info@kogumelo.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,10/12/1991,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 5000,00",
02.950.465/0001-39,Sachs & Neto Informatica Ltda,,R Maria Codarin Boa,96,,Parque da Represa,Jundiaí,SP,13214-553,sachsneto@sachsneto.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,21/01/1999,Micro empresa,Não optante,Sociedade Simples Limitada,,
24.962.676/0001-24,Apps Brasil Tecnologia Ltda,Apps Brasil,Sao Paulo,2600,Apt 12 Bloco 2,Centro,Mongagua,SP,11730-000,robinson@fabricapps.net.br,(11) 3673-2248,Informática,Desenvolvimento de programas de computador sob encomenda,08/06/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
02.407.779/0001-90,Novasoft Brasil Servicos de Informatica Ltda,Novasoft Brasil,R Luigi Galvani,42,2 Andar,Brooklin Novo,São Paulo,SP,04575-020,info@novasoft.com.br,(11) 5505-9292,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,12/03/1998,Micro empresa,Não optante,Sociedade Empresária Limitada,,
08.765.701/0001-23,G4 It Desenvolvimento de Software Ltda,G4 It Solutions,R Felix da Cunha,836,Sala 102,Floresta,Porto Alegre,RS,90570-000,comercial@g4it.com.br,(51) 3094-0363,Informática,Desenvolvimento de programas de computador sob encomenda,03/04/2007,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 1000,00",
27.661.817/0001-67,Lumminy Consultoria e Servicos em Informatica Ltda,,Bernardino de Campos,277,,Centro,Indaiatuba,SP,13330-260,marcos.mori@mrmconsultoria.com.br,(19) 3392-5432,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,05/05/2017,Demais,Não optante,Sociedade Empresária Limitada,"R$ 40000,00",
08.804.043/0001-31,Olos Tecnologia e Sistemas Ltda.,,R Major Joao Nunes,77,Andar: 2.; Sala: 21 A 26;,Jardim Sao Paulo(zona Norte),São Paulo,SP,02046-070,nanci.santumauro@olos.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,26/04/2007,Demais,Excluído,Sociedade Empresária Limitada,"R$ 400000,00",51-200
30.955.347/0001-59,Getresponse Tecnologias Brasil Ltda,Getresponse Brazil Ltda,Dr Gentil Leite Martins,336,,Vila Nova Caledonia,São Paulo,SP,04648-001,legal@getresponse.com,(11) 3524-4500,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,17/07/2018,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 2000,00",
00.689.700/0001-35,Sifat Programas de Informatica Ltda,Sifat Sistemas,R Sao Carlos,272,,Jardim Europa,São José do Rio Preto,SP,15014-480,yuri@sifat.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,05/07/1995,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
32.294.614/0001-10,Thoth Company Technology Solucao e Desenvolvimento de Sistemas Ltda,,Dr Gastao Vidigal,1946,Edif Edsed Ii Sala 15,Vila Leopoldina,São Paulo,SP,05314-000,contato@thothcompany.com.br,(11) 3832-8165,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,20/12/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
05.840.824/0001-93,Duarte Informatica Rio Preto Ltda,,R Minas Gerais,325,,Vila Bom Jesus,São José do Rio Preto,SP,15014-210,ariel@seletor.com.br,(17) 3212-9396,Informática,Desenvolvimento de programas de computador sob encomenda,01/08/2003,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
15.426.923/0001-87,Ueek Agencia Digital Ltda,,R Quintino Bocaiuva,61,Edif Office Center Sala 33,Centro,Lages,SC,88502-190,contato@leoasdaserra.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,24/04/2012,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
21.889.260/0001-30,Web & Mobile Desenvolvimento de Software It Ltda - Me,,R Independencia,90,Sala: 01;,Vila Rica,Atibaia,SP,12940-342,relacionamento@continuasingular.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,18/02/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
07.067.225/0001-04,Easysecrets Servicos de Informatica Ltda,,R Horacio dos Santos,61,,Jardim Sao Jorge,São Paulo,SP,05567-220,contato@easysecrets.com.br,(11) 3781-0985,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,28/10/2004,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 60000,00",
07.151.678/0001-14,Intesis Brasil Tecnologia Ltda,,Vicente de Felice,589,Sala 01,Jardim Ouro Verde,Limeira,SP,13482-075,financeiro@intesis.com.br,(19) 3702-0304,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,20/12/2004,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 15000,00",
03.521.506/0001-34,Tom Lab Servicos Ltda.,,R Andaluzita,131,Andar: 8º;,Carmo,Belo Horizonte,MG,30310-030,contabilidade@tomtech.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,24/11/1999,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 125824,00",
07.774.260/0001-63,Near Solutions Tecnologia da Informacao Ltda,Near Solutions,Rondon Pacheco,3909,Andar 3o Andar,Cazeca,Uberlândia,MG,38400-050,administrativo@interacaotecnologia.com.br,(34) 3223-3324,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,28/11/2005,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
07.090.998/0001-01,Phi Solucoes Tecnologicas Ltda,,Av Brigadeiro Luis Antonio,2393,Andar 9,Jardim Paulista,São Paulo,SP,01401-000,bperske@phitecnologia.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,05/11/2004,Demais,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
03.380.210/0001-40,Murad Consultoria & Sistemas Ltda,,R da Bahia,1010,Apto. 702,Centro,Belo Horizonte,MG,30160-011,comercial@icondominios.srv.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,02/09/1999,Micro empresa,Não optante,Sociedade Empresária Limitada,,
11.195.812/0001-56,Jcg Assessoria Empresarial Ltda,Best Use,R Goncalves Ledo,460,Conj 08,Ipiranga,São Paulo,SP,04216-030,thiago@luxedecoracoes.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,14/09/2009,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 20000,00",
03.049.617/0001-90,Market Automacoes Ltda,,R Marcio Bortoluzzi,87,Sala 2,Centro,Nova Veneza,SC,88865-000,suporte@market.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,04/02/1999,Demais,Optante,Sociedade Empresária Limitada,"R$ 20000,00",11-50
07.792.694/0001-96,Ydea Desenvolvimento de Software Eireli,,Jabaquara,1909,Andar 5 Sala 51,Mirandopolis,São Paulo,SP,04045-003,claudinei@ydeasolutions.com.br,(11) 5523-0333,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,04/01/2006,Micro empresa,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
05.509.451/0001-72,Ascont Informatica Ltda,Ascont Informatica,R Ana Arnaldo da Silva,381,,Jd. Santa Rita,Fernandópolis,SP,15600-000,ascont@ascontsistemas.com.br,(17) 3442-6015,Informática,Desenvolvimento de programas de computador sob encomenda,06/02/2003,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
11.830.442/0001-81,Alvosoft Solucoes Digitais Ltda,,Geraldo Flausino Gomes,42,Conj 32,Cidade Moncoes,São Paulo,SP,04575-060,contato@alvosoft.com.br,(11) 3588-5818,Informática,Desenvolvimento de programas de computador sob encomenda,12/04/2010,Demais,Excluído,Sociedade Empresária Limitada,"R$ 20000,00",
14.197.402/0001-32,Systax Sistemas Fiscais Ltda,Systax,Av Paulista,1776,Andar 10 Cond Parque Avenida,Bela Vista,São Paulo,SP,01310-200,fernanda.almeida@systax.com.br,(11) 3177-7700,Informática,Desenvolvimento de programas de computador sob encomenda,05/08/2011,Demais,Não optante,Sociedade Empresária Limitada,"R$ 2632686,00",51-200
10.954.970/0001-80,Precisa Gestao em Tecnologia e Servicos Ltda.,,R Minas Gerais,533,Letra e Sala F 206,Presidente Medici,Chapecó,SC,89801-200,paulo@precisatecnologia.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,13/07/2009,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 110000,00",
00.208.195/0001-60,Etem Engenharia Ltda,Etem Prestacoes de Servicos,dos Bem-te-vis,35,,Morada de Laranjeiras,Serra,ES,29166-767,contato@etem.eng.br,(27) 99825-4741,Arquitetura,Serviços de desenho técnico relacionados à arquitetura e engenharia,14/09/1994,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 100000,00",
07.389.264/0001-28,Processoft Consultancy Assessoria em Software e Gestao Empresarial Ltda,,R 7,1040,Sala 3,Centro,Rio Claro,SP,13500-143,atendimento@processoft.com.br,(19) 98103-0637,Informática,Desenvolvimento de programas de computador sob encomenda,19/05/2005,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
07.420.899/0001-40,Cwc Sistemas de Informacao e Solucoes em Saneamento Ltda.,Cwc Sistemas de Informacao e Solucoes em Saneamento,Av Nossa Senhora da Penha,595,Sala: 1303 e 1304 Torre Ii;,Santa Lucia,Vitória,ES,29056-250,neia@cwcconsultoria.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,10/05/2005,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 27000,00",
04.556.970/0001-29,Geopix do Brasil Ltda,Geopix,Av T 4,1478,Quadra169a Lote 01e Sala 154b e 155b,Setor Bueno,Goiânia,GO,74230-035,contato@geopix.com.br,(62) 3638-1975,Informática,Desenvolvimento de programas de computador sob encomenda,17/07/2001,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 1100000,00",
04.589.357/0001-08,Ciberian Tecnologia da Informacao Ltda,Ciberian Tecnologia da Informacao,R Leonor Calmon,44,Edif Empresarial Cidade Jardim Sala 404,Candeal,Salvador,BA,40296-210,luiz@netra.com.br,(71) 3015-3347,Informática,Desenvolvimento de programas de computador sob encomenda,09/07/2001,Demais,Excluído,Sociedade Empresária Limitada,"R$ 1524130,00",
15.131.701/0001-37,Lr2 Automacao e Software Eireli,Maqplan Software,Shcgn Clr Quadra 709 Bloco A,S/n,Loja 09 - Parte B,Asa Norte,Brasília,DF,70750-701,faturamento@maqplan.com.br,(61) 3037-6333,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,14/02/2012,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 115000,00",
35.646.566/0001-70,Aixpert Desenvolvimento de Software Ltda,Aixpert,Rodrigo Otavio,4350,Cj 31 de Marco,Japiim,Manaus,AM,69077-000,contato@aixpert.com.br,(92) 3614-6070,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,28/11/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 2000,00",
01.664.949/0001-59,Globaltec S/a,,2a Avenida,S/N,Q 01b L 42 Sl 15/16,Cidade Vera Cruz,Aparecida de Goiânia,GO,74935-900,contato@uau.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,02/01/1997,Demais,Não optante,Sociedade Anônima Fechada,"R$ 2400,00",51-200
91.050.666/0001-00,Status Informatica Ltda,Status Informatica,R Padre Anchieta,138,Sala 01,Nossa Senhoras das Gracas,Canoas,RS,92110-050,alexandre@status.inf.br,(51) 3031-6582,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,15/07/1986,Micro empresa,Optante,Sociedade Empresária Limitada,,11-50
32.225.185/0001-29,Vrti Tecnologia e Inovacao Eireli,Vrti,Sao Joao,239,Sala 102,Centro,Volta Redonda,RJ,27253-360,leosunada@vrti.com.br,(21) 99587-1168,Informática,Desenvolvimento de programas de computador sob encomenda,11/12/2018,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
14.241.297/0001-91,E-precise Solucoes e Consultoria em Web Ltda,E-precise,R Vereador Ernani Batista Rosas,3005,,Jardim Carvalho,Ponta Grossa,PR,84015-150,vagas@e-precise.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,23/08/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",1-10
08.298.906/0001-46,Feirao Digital Ltda,Fdigital,R 26 de Marco,320,Sala 8,Centro,Poá,SP,08562-140,comercial@feiraodigital.com.br,(11) 4636-4567,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,15/09/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 12000,00",
